,tweets,label
2359,"Well, I didn't die today, so this week is already off to a bad start.",1
2360,"Im sick of making things worse, Im sick of being hurt, Im sick of crying myself to sleep, Im sick of hating everything",2
2361,"By increasing their sense of well-being, outdoor learning experiences can be an effective component in coping with depression",0
2362,"One miserable day down, thousands more to go.",1
2363,"Im tired of acting like everything is okay. It isnt someone please find me, help me",2
2364,Don't let your inability to see your self-worth make you spend your life trying to live up to other people's conditions,0
2365,"It's not that I don't care, it's that I'm not able to care.",1
2366,At my funeral dont cry. Ive been dead inside for a long time and yall didnt care,2
2367,Today's Message: I'm just going to make those there fore anyone who needs a reminder. . .  mentalhealthawareness,0
2368,"I've already cried, given up on my dreams fallen into an unstoppable spiral of shame despair. What the fuck have you done with your day?",1
2369,Have you ever just randomly start crying cause u been holding all this emotions and pretending to be happy all the time,2
2370,"Your  mentalhealth matters! At [redacted] Inc, we know that happiness at work is essential, so if you're not satisfied wit",0
2371,"You're going to have a horrible nightmare tonight, but it'll still be better than what you wake up to.",1
2372,"Cry away the pain at night, so I can fake a smile all day",2
2373,It's time for a  MentalHealthMonday check-in. How are you holding up so far this semester?,0
2374,"I had a near death experience today, so I nearly had a good day.",1
2375,My problem is that every night I have to fight the same battle against myself and some nights I lose...,2
2376,You are loved  mentalhealth  mentalhealthawareness  mentalhealthmatters,0
2377,I'm trapped in an endless loop of misery and regret: my life.,1
2378,"Every thought is a battle every breath is a war, and I dont think Im winning anymore",2
2379,This is great... Schools' Mental Wellbeing Project supporting students during lockdown... Read more,0
2380,tl sleep? someone gonna come kill me or i gotta do that myself today,1
2381,Why do I always feel like Im not good enough for anyone? Not even for my own parents feel like they dissapointed in me,2
2382,Yet another reason why we continue to work to end  mentalhealth stigma and discrimination  StigmaStillExists,0
2383,I WAS WASHING MY FACE I WANT TO KILL MYSELF,1
2384,"The pain in my heart just wont end, want to hurt myself to distract the other pain",2
2385,Rip[redacted] year already  BeKind  mentalhealth  MentalHealthAwareness,0
2386,WHAT THE FUCK ITS BEEN OUT FOR THIRTY FUCKING MINUTES I FUCKING MISSED IT BC I DECIDED TO DO MY SKINCARE ROUTINE,1
2387,Im tired of acting like Im happy,2
2388,Ive written a poetry collection which follows my struggles with  mentalhealth and offers advice to those in need,0
2389,why dont you love me why did you replace me already it has been like a little over a week and i dont understand what I did wrong,1
2390,"I dont want to die or kill my self, I just want to disappear until I feel okay again ",2
2391,HAPPY MONDAY YOU GORGEOUS SOULS. KILL IT TODAY!  WOO  Happiness  positiveenergy  MondayMotivation  mentalhealth,0
2392,"Tbh, Im done with everything. Im fucking done with what happen to me. Even on my birthday, I cried at night",1
2393,I know I have friends but I feel like I have no one to talk to about the stuff that goes on in my mind,2
2394,Take good care of your brain! Learn all about your own  brain with !  BrainKey  brainhealth,0
2395,FUCK my mom's other friend made a buffet at her house just bc I'm coming over AND MY MOM IS FORCING ME TO COME I WANT TO KILL MYSELF,1
2396,im a simple person who hides a thousand feelings behind the happiest smile,2
2397,See these tips from on writing down your  feelings  MentalHealth,0
2398,somebody tell me where this video is from before i kill myself,1
2399,You walk around trying to fix everything but youre the one whos broken,2
2400,My short story about accepting your emotions.  comic  mentalhealth,0
2401,If I ever burn my journals I am absolutely going to kill myself js,1
2402,i pretend to be okay so i dont have to admit how sad i actually am.,2
2403,ways to have a more  mindful workout for better  mentalhealth via,0
2404,"not to sound cheesy. but i got to hold my niece for the first time today, and all i could think was I'm so glad i didn't kill myself ",1
2405,Have you ever just randomly started crying because youve been holding in all of these emotions and pretending to be happy for way too long?,2
2406,How can I best support you right now?  mentalhealth  depression,0
2407,"[redacted] told me to kill myself, i told her you first lmao",1
2408,Im not anyones first choice. Im not anyones favorite. People may tell me I mean a lot to them but I know they wont choose me when the time comes,2
2409,Mental Health and Covid-19: Teachers and Students Battle Chronic Stress Life inside the walls of our schools and college,0
2410,I WANNA SWIM BUT ITS TOO WINDY IM GONNA KILL MYSELF,1
2411,Idk why I get so emotional at night like play one sad song and Ill fall apart.,2
2412,Ive written a poetry collection which follows my struggles with  mentalhealth and offers,0
2413,IM GOING TO KILL MYSELF HE TALKS TO OTHER GIRLS_x009d_,1
2414,"Isnt it sad when you get hurt so much, you can finally sayï¿½ Im used to it ",2
2415,"""A young program that puts troubled nonviolent people in the hands of health care workers instead of police officer is what is needed",0
2416,NOW THERES TWO FUCKING ALARMS IM GOING TO KILL MYSELF,1
2417,Idk where my head at anymore... one minute Im happy and the next I feel broken,2
2418,Ive written a poetry collection which follows my struggles with  mentalhealth and offers advice t,0
2419,i lost the stupidest shit in my life and i would kill myself to get it back,1
2420,why does the website slowly destroying my life give me so much anxiety,2
2421,"You are not alone. A lot of people will suffer from anxiety related problems this year, though many will not t",0
2422,"If I die of a heart attack before [redacted] comes out, I will kill myself :/",1
2423,"being alive seems guilty, can I just kms plz",2
2424,Happy  FamilyDay! Now is a good time to talk about  MentalHealth and ask your family members how theyre really doi,0
2425,"i accidentally just said oopsie, time to fucking kill myself",1
2426,some people fake it till they make it but i just avoid it till it crushes me,2
2427,Ive written a poetry collection which follows my struggles with  mentalhealth and offers advice to those,0
2428,oh my GOD what the FUCK i forgot he's enlisting tomorrow im going to kill MYSELF,1
2429,save me from myself,2
2430,mentalhealth  awearness  viral Please spread awareness x no one should break rules and,0
2431,"I just lost 3 pages worth of work due tomorrow, I'm going to fucking kill myself",1
2432,i just wanna be loved and wanted,2
2433,Ive written a poetry collection which follows my struggles with  mentalhealth and offers advice to tho,0
2434,Some of you are so pleased with your own mediocrity it makes me want to kill myself by drowning in liquid shit,1
2435,i feel like i'm a failure,2
2436,If you like me at all... Thank the  dog.  mentalhealth  MentalHealthAwareness,0
2437,My mom switched around rooms and she moved my brother next to mine and I wanna kill myself bc he's screaming all the time,1
2438,they say follow your heart but i don't know which piece to follow,2
